CommonCode,Name,Description,Symbol,Annex,Alias,Active
CGM,centigram,,cg,1,CENTIGRAM_CGM,0
CLT,centilitre,,cl,1,CENTILITRE_CLT,0
CMT,centimetre,,cm,1,CENTIMETRE_CMT,0
J89,centimetre of mercury,,cm Hg,1,CENTIMETRE_OF_MERCURY_J89,0
N13,centimetre of mercury (0 ºC),Non SI_conforming unit of pressure at which a value of 1 cmHg meets the static pressure which is generated by a mercury at a temperature of 0 °C with a height of 1 centimetre .,cmHg (0 ºC),1,CENTIMETRE_OF_MERCURY_0_ºC_N13,0
N14,centimetre of water (4 ºC),Non SI_conforming unit of pressure at which a value of 1 cmH2O meets the static pressure which is generated by a head of water at a temperature of 4 °C with a height of 1 centimetre .,cmH₂O (4 °C),1,CENTIMETRE_OF_WATER_4_ºC_N14,0
G04,centimetre per bar,,cm/bar,1,CENTIMETRE_PER_BAR_G04,0
H49,centimetre per hour,,cm/h,1,CENTIMETRE_PER_HOUR_H49,0
F51,centimetre per kelvin,,cm/K,1,CENTIMETRE_PER_KELVIN_F51,0
2M,centimetre per second,,cm/s,1,CENTIMETRE_PER_SECOND_2M,0
J85,centimetre per second bar,,(cm/s)/bar,1,CENTIMETRE_PER_SECOND_BAR_J85,0
J84,centimetre per second kelvin,,(cm/s)/K,1,CENTIMETRE_PER_SECOND_KELVIN_J84,0
M39,centimetre per second squared,001_fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.,cm/s^2,1,CENTIMETRE_PER_SECOND_SQUARED_M39,0
J72,centinewton metre,,cN*m,1,CENTINEWTON_METRE_J72,0
C7,centipoise,,cP,1,CENTIPOISE_C7,0
J74,centipoise per bar,,cP/bar,1,CENTIPOISE_PER_BAR_J74,0
J73,centipoise per kelvin,,cP/K,1,CENTIPOISE_PER_KELVIN_J73,0
4C,centistokes,,cSt,1,CENTISTOKES_4C,0
M49,chain (based on U.S. survey foot),Unit of the length according the Anglo_American system of units.,ch (US survey),1,CHAIN_BASED_ON_US_SURVEY_FOOT_M49,0
Z2,chest,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,CHEST_Z2,1
A25,cheval vapeur,Synonym: metric horse power,CV,1,CHEVAL_VAPEUR_A25,0
M47,circular mil,Unit of an area of which the size is given by a diameter of length of 1 mm (0001 in) based on the formula: area = p*(diameter/2)^2.,cmil,1,CIRCULAR_MIL_M47,0
J83,clo,,clo,1,CLO_J83,0
CL,coil,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,COIL_CL,1
C9,coil group,A unit of count defining the number of coil groups (coil group: groups of items arranged by lengths of those items placed in a joined sequence of concentric circles).,,2,COIL_GROUP_C9,1
II,column inch,,,2,COLUMN_INCH_II,1
CZ,combo,,,2,COMBO_CZ,1
L95,common year,,y (365 days),1,COMMON_YEAR_L95,0
C1,composite product pound (total weight),,,2,COMPOSITE_PRODUCT_POUND_TOTAL_WEIGHT_C1,1
CJ,cone,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,CONE_CJ,1
Z6,conference point,,,2,CONFERENCE_POINT_Z6,1
CK,connector,,,2,CONNECTOR_CK,1
CH,container,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,CONTAINER_CH,1
CTG,content gram,A unit of mass defining the number of grams of a named item in a product.,,2,CONTENT_GRAM_CTG,1
CTN,content ton (metric),A unit of mass defining the number of metric tons of a named item in a product.,,2,CONTENT_TON_METRIC_CTN,1
H78,conventional centimetre of water,,cm H₂O,1,CONVENTIONAL_CENTIMETRE_OF_WATER_H78,0
N23,conventional metre of water,Not SI_conforming unit of pressure whereas a value of 1 mH2O is equivalent to the static pressure which is produced by one metre high water column .,mH₂O,1,CONVENTIONAL_METRE_OF_WATER_N23,0
HN,conventional millimetre of mercury,,mm Hg,1,CONVENTIONAL_MILLIMETRE_OF_MERCURY_HN,0
HP,conventional millimetre of water,,mm H₂O,1,CONVENTIONAL_MILLIMETRE_OF_WATER_HP,0
AJ,cop,,,2,COP_AJ,1
WCD,cord,A unit of volume used for measuring lumber. One board foot equals 1/12 of a cubic foot.,,2,CORD_WCD,1
M68,cord (128 ft3),Traditional unit of the volume of stacked firewood which has been measured with a cord.,cord,1,CORD_128_FT3_M68,0
C5,cost,,,2,COST_C5,1
COU,coulomb,,C,1,COULOMB_COU,0
A26,coulomb metre,,C*m,1,COULOMB_METRE_A26,0
A27,coulomb metre squared per volt,,C*m^2/V,1,COULOMB_METRE_SQUARED_PER_VOLT_A27,0
A28,coulomb per cubic centimetre,,C/cm^3,1,COULOMB_PER_CUBIC_CENTIMETRE_A28,0
A29,coulomb per cubic metre,,C/m^3,1,COULOMB_PER_CUBIC_METRE_A29,0
A30,coulomb per cubic millimetre,,C/mm^3,1,COULOMB_PER_CUBIC_MILLIMETRE_A30,0
CKG,coulomb per kilogram,,C/kg,1,COULOMB_PER_KILOGRAM_CKG,0
A31,coulomb per kilogram second,,C/(kg*s),1,COULOMB_PER_KILOGRAM_SECOND_A31,0
P10,coulomb per metre,Derived SI unit coulomb divided by the SI base unit metre.,C/m,1,COULOMB_PER_METRE_P10,0
A32,coulomb per mole,,C/mol,1,COULOMB_PER_MOLE_A32,0
A33,coulomb per square centimetre,,C/cm^2,1,COULOMB_PER_SQUARE_CENTIMETRE_A33,0
A34,coulomb per square metre,,C/m^2,1,COULOMB_PER_SQUARE_METRE_A34,0
A35,coulomb per square millimetre,,C/mm^2,1,COULOMB_PER_SQUARE_MILLIMETRE_A35,0
J53,coulomb square metre per kilogram,,C*m^2/kg,1,COULOMB_SQUARE_METRE_PER_KILOGRAM_J53,0
IT,count per centimetre,,,2,COUNT_PER_CENTIMETRE_IT,1
IC,count per inch,,,2,COUNT_PER_INCH_IC,1
5K,count per minute,,,2,COUNT_PER_MINUTE_5K,1
CV,cover,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,COVER_CV,1
CR,crate,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,CRATE_CR,1
B17,credit,A unit of count defining the number of entries made to the credit side of an account.,,2,CREDIT_B17,1
CMQ,cubic centimetre,,cm^3,1,CUBIC_CENTIMETRE_CMQ,0
G94,cubic centimetre per bar,,cm^3/bar,1,CUBIC_CENTIMETRE_PER_BAR_G94,0
J87,cubic centimetre per cubic metre,,cm^3/m^3,1,CUBIC_CENTIMETRE_PER_CUBIC_METRE_J87,0
G47,cubic centimetre per day,,cm^3/d,1,CUBIC_CENTIMETRE_PER_DAY_G47,0
G78,cubic centimetre per day bar,,cm^3/(d*bar),1,CUBIC_CENTIMETRE_PER_DAY_BAR_G78,0
G61,cubic centimetre per day kelvin,,cm^3/(d*K),1,CUBIC_CENTIMETRE_PER_DAY_KELVIN_G61,0
G48,cubic centimetre per hour,,cm^3/h,1,CUBIC_CENTIMETRE_PER_HOUR_G48,0
G79,cubic centimetre per hour bar,,cm^3/(h*bar),1,CUBIC_CENTIMETRE_PER_HOUR_BAR_G79,0
G62,cubic centimetre per hour kelvin,,cm^3/(h*K),1,CUBIC_CENTIMETRE_PER_HOUR_KELVIN_G62,0
G27,cubic centimetre per kelvin,,cm^3/K,1,CUBIC_CENTIMETRE_PER_KELVIN_G27,0
G49,cubic centimetre per minute,,cm^3/min,1,CUBIC_CENTIMETRE_PER_MINUTE_G49,0
G80,cubic centimetre per minute bar,,cm^3/(min*bar),1,CUBIC_CENTIMETRE_PER_MINUTE_BAR_G80,0
G63,cubic centimetre per minute kelvin,,cm^3/(min*K),1,CUBIC_CENTIMETRE_PER_MINUTE_KELVIN_G63,0
A36,cubic centimetre per mole,,cm^3/mol,1,CUBIC_CENTIMETRE_PER_MOLE_A36,0
2J,cubic centimetre per second,,cm^3/s,1,CUBIC_CENTIMETRE_PER_SECOND_2J,0
G81,cubic centimetre per second bar,,cm^3/(s*bar),1,CUBIC_CENTIMETRE_PER_SECOND_BAR_G81,0
G64,cubic centimetre per second kelvin,,cm^3/(s*K),1,CUBIC_CENTIMETRE_PER_SECOND_KELVIN_G64,0
DMA,cubic decametre,,dam^3,1,CUBIC_DECAMETRE_DMA,0
DMQ,cubic decimetre,,dm^3,1,CUBIC_DECIMETRE_DMQ,0
J91,cubic decimetre per cubic metre,,dm^3/m^3,1,CUBIC_DECIMETRE_PER_CUBIC_METRE_J91,0
J90,cubic decimetre per day,,dm^3/d,1,CUBIC_DECIMETRE_PER_DAY_J90,0
E92,cubic decimetre per hour,,dm^3/h,1,CUBIC_DECIMETRE_PER_HOUR_E92,0
N28,cubic decimetre per kilogram,0001 fold of the power of the SI base unit meter by exponent 3 divided by the SI based unit kilogram.,dm^3/kg,1,CUBIC_DECIMETRE_PER_KILOGRAM_N28,0
J92,cubic decimetre per minute,,dm^3/min,1,CUBIC_DECIMETRE_PER_MINUTE_J92,0
A37,cubic decimetre per mole,,dm^3/mol,1,CUBIC_DECIMETRE_PER_MOLE_A37,0
J93,cubic decimetre per second,,dm^3/s,1,CUBIC_DECIMETRE_PER_SECOND_J93,0
FTQ,cubic foot,,ft^3,1,CUBIC_FOOT_FTQ,0
K22,cubic foot per day,,ft^3/d,1,CUBIC_FOOT_PER_DAY_K22,0
K21,cubic foot per degree Fahrenheit,,ft^3/°F,1,CUBIC_FOOT_PER_DEGREE_FAHRENHEIT_K21,0
2K,cubic foot per hour,,ft^3/h,1,CUBIC_FOOT_PER_HOUR_2K,0
2L,cubic foot per minute,,ft^3/min,1,CUBIC_FOOT_PER_MINUTE_2L,0
36,cubic foot per minute per square foot,Conversion factor required,ft^3/(min/ft^2),1,CUBIC_FOOT_PER_MINUTE_PER_SQUARE_FOOT_36,0
N29,cubic foot per pound,Power of the unit foot according to the Anglo_American and Imperial system of units by exponent 3 divided by the unit avoirdupois pound according to the avoirdupois unit system.,ft^3/lb,1,CUBIC_FOOT_PER_POUND_N29,0
K23,cubic foot per psi,,ft^3/psi,1,CUBIC_FOOT_PER_PSI_K23,0
E17,cubic foot per second,A unit of volume equal to one cubic foot passing a given point in a period of one second.,ft^3/s,2,CUBIC_FOOT_PER_SECOND_E17,1
H19,cubic hectometre,,hm^3,1,CUBIC_HECTOMETRE_H19,0
INQ,cubic inch,Synonym: inch cubed,in^3,1,CUBIC_INCH_INQ,0
G56,cubic inch per hour,,in^3/h,1,CUBIC_INCH_PER_HOUR_G56,0
G57,cubic inch per minute,,in^3/min,1,CUBIC_INCH_PER_MINUTE_G57,0
N30,cubic inch per pound,Power of the unit inch according to the Anglo_American and Imperial system of units by exponent 3 divided by the avoirdupois pound according to the avoirdupois unit system .,in^3/lb,1,CUBIC_INCH_PER_POUND_N30,0
G58,cubic inch per second,,in^3/s,1,CUBIC_INCH_PER_SECOND_G58,0
H20,cubic kilometre,,km^3,1,CUBIC_KILOMETRE_H20,0
MTQ,cubic metre,Synonym: metre cubed,m^3,1,CUBIC_METRE_MTQ,0
D90,cubic metre (net),,,2,CUBIC_METRE_NET_D90,1
G96,cubic metre per bar,,m^3/bar,1,CUBIC_METRE_PER_BAR_G96,0
A38,cubic metre per coulomb,,m^3/C,1,CUBIC_METRE_PER_COULOMB_A38,0
H60,cubic metre per cubic metre,,m^3/m^3,1,CUBIC_METRE_PER_CUBIC_METRE_H60,0
G52,cubic metre per day,,m^3/d,1,CUBIC_METRE_PER_DAY_G52,0
G86,cubic metre per day bar,,m^3/(d*bar),1,CUBIC_METRE_PER_DAY_BAR_G86,0
G69,cubic metre per day kelvin,,m^3/(d*K),1,CUBIC_METRE_PER_DAY_KELVIN_G69,0
MQH,cubic metre per hour,,m^3/h,1,CUBIC_METRE_PER_HOUR_MQH,0
G87,cubic metre per hour bar,,m^3/(h*bar),1,CUBIC_METRE_PER_HOUR_BAR_G87,0
G70,cubic metre per hour kelvin,,m^3/(h*K),1,CUBIC_METRE_PER_HOUR_KELVIN_G70,0
G29,cubic metre per kelvin,,m^3/K,1,CUBIC_METRE_PER_KELVIN_G29,0
A39,cubic metre per kilogram,,m^3/kg,1,CUBIC_METRE_PER_KILOGRAM_A39,0
G53,cubic metre per minute,,m^3/min,1,CUBIC_METRE_PER_MINUTE_G53,0
G88,cubic metre per minute bar,,m^3/(min*bar),1,CUBIC_METRE_PER_MINUTE_BAR_G88,0
G71,cubic metre per minute kelvin,,m^3/(min*K),1,CUBIC_METRE_PER_MINUTE_KELVIN_G71,0
A40,cubic metre per mole,,m^3/mol,1,CUBIC_METRE_PER_MOLE_A40,0
M71,cubic metre per pascal,Power of the SI base unit meter by exponent 3 divided by the derived SI base unit pascal.,m^3/Pa,1,CUBIC_METRE_PER_PASCAL_M71,0
MQS,cubic metre per second,,m^3/s,1,CUBIC_METRE_PER_SECOND_MQS,0
G89,cubic metre per second bar,,m^3/(s*bar),1,CUBIC_METRE_PER_SECOND_BAR_G89,0
G72,cubic metre per second kelvin,,m^3/(s*K),1,CUBIC_METRE_PER_SECOND_KELVIN_G72,0
N45,cubic metre per second pascal,Power of the SI base unit meter by exponent 3 divided by the product of the SI base unit second and the derived SI base unit pascal.,(m^3/s)/Pa,1,CUBIC_METRE_PER_SECOND_PASCAL_N45,0
P87,cubic metre per second square metre,Unit of volume flow cubic meters by second related to the transmission surface in square metres.,(m^3/s)/m^2,1,CUBIC_METRE_PER_SECOND_SQUARE_METRE_P87,0
M69,cubic mile (UK statute),Unit of volume according to the Imperial system of units.,mi^3,1,CUBIC_MILE_UK_STATUTE_M69,0
MMQ,cubic millimetre,,mm^3,1,CUBIC_MILLIMETRE_MMQ,0
L21,cubic millimetre per cubic metre,,mm^3/m^3,1,CUBIC_MILLIMETRE_PER_CUBIC_METRE_L21,0
YDQ,cubic yard,,yd^3,1,CUBIC_YARD_YDQ,0
M12,cubic yard per day,,yd^3/d,1,CUBIC_YARD_PER_DAY_M12,0
M11,cubic yard per degree Fahrenheit,,yd^3/°F,1,CUBIC_YARD_PER_DEGREE_FAHRENHEIT_M11,0
M13,cubic yard per hour,,yd^3/h,1,CUBIC_YARD_PER_HOUR_M13,0
M15,cubic yard per minute,,yd^3/min,1,CUBIC_YARD_PER_MINUTE_M15,0
M14,cubic yard per psi,,yd^3/psi,1,CUBIC_YARD_PER_PSI_M14,0
M16,cubic yard per second,,yd^3/s,1,CUBIC_YARD_PER_SECOND_M16,0
CU,cup,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,CUP_CU,1
G21,cup [unit of volume],,cup (US),1,CUP_UNIT_OF_VOLUME_G21,0
CUR,curie,,Ci,1,CURIE_CUR,0
A42,curie per kilogram,,Ci/kg,1,CURIE_PER_KILOGRAM_A42,0
94,curl unit,,,2,CURL_UNIT_94,1
B7,cycle,A unit of count defining the number of cycles (cycle: a recurrent period of definite duration).,,2,CYCLE_B7,1
CY,cylinder,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,CYLINDER_CY,1
DQ,data record,,,2,DATA_RECORD_DQ,1
DAY,day,,d,1,DAY_DAY,0
A43,deadweight tonnage,A unit of mass defining the difference between the weight of a ship when completely empty and its weight when completely loaded expressed as the number of tons.,dwt,2,DEADWEIGHT_TONNAGE_A43,1
DE,deal,,,2,DEAL_DE,1
DEC,decade,A unit of count defining the number of decades (decade: quantity equal to 10 or time equal to 10 years).,,2,DECADE_DEC,1
P41,decade (logarithmic),1 Dec := log2 10 approx 332 according to the logarithm for frequency range between f1 and f2 when f2/f1 = 10.,dec,1,DECADE_LOGARITHMIC_P41,0
DJ,decagram,,dag,1,DECAGRAM_DJ,1
A44,decalitre,,dal,1,DECALITRE_A44,0
A45,decametre,,dam,1,DECAMETRE_A45,1
H75,decapascal,,daPa,1,DECAPASCAL_H75,1
DAA,decare,,daa,1,DECARE_DAA,0
2N,decibel,,dB,1,DECIBEL_2N,0
H51,decibel per kilometre,,dB/km,1,DECIBEL_PER_KILOMETRE_H51,0
H52,decibel per metre,,dB/m,1,DECIBEL_PER_METRE_H52,0
DG,decigram,,dg,1,DECIGRAM_DG,1
DLT,decilitre,,dl,1,DECILITRE_DLT,1
22,decilitre per gram,,dl/g,1,DECILITRE_PER_GRAM_22,0
DMT,decimetre,,dm,1,DECIMETRE_DMT,1
DN,decinewton metre,,dN*m,1,DECINEWTON_METRE_DN,0
A47,decitex,A unit of yarn density. One decitex equals a mass of 1 gram per 10 kilometres of length.,dtex (g/10km),2,DECITEX_A47,1
DTN,decitonne,Synonym: centner metric 100 kg; quintal metric 100 kg,dt or dtn,1,DECITONNE_DTN,0
DD,degree [unit of angle],,°,1,DEGREE_UNIT_OF_ANGLE_DD,0
M45,degree [unit of angle] per second squared,360 part of a full circle divided by the power of the SI base unit second and the exponent 2.,°/s^2,1,DEGREE_UNIT_OF_ANGLE_PER_SECOND_SQUARED_M45,0
J13,degree API,A unit of relative density as a measure of how heavy or light a petroleum liquid is compared to water (API: American Petroleum Institute).,°API,2,DEGREE_API_J13,1
J17,degree Balling,A unit of density as a measure of sugar content especially of beer wort. Named after Karl Balling.,°Balling,2,DEGREE_BALLING_J17,1
J14,degree Baume (origin scale),A traditional unit of relative density for liquids. Named after Antoine Baumé.,°Bé,2,DEGREE_BAUME_ORIGIN_SCALE_J14,1
J15,degree Baume (US heavy),A unit of relative density for liquids heavier than water.,°Bé (US heavy),2,DEGREE_BAUME_US_HEAVY_J15,1
J16,degree Baume (US light),A unit of relative density for liquids lighter than water.,°Bé (US light),2,DEGREE_BAUME_US_LIGHT_J16,1
J18,degree Brix,A unit of proportion used in measuring the dissolved sugar_to_water mass ratio of a liquid. Named after Adolf Brix.,°Bx,2,DEGREE_BRIX_J18,1
CEL,degree Celsius,Refer ISO 80000_5 (Quantities and units — Part 5: Thermodynamics),°C,1,DEGREE_CELSIUS_CEL,1
F60,degree Celsius per bar,,°C/bar,1,DEGREE_CELSIUS_PER_BAR_F60,0
H12,degree Celsius per hour,,°C/h,1,DEGREE_CELSIUS_PER_HOUR_H12,0
E98,degree Celsius per kelvin,,°C/K,1,DEGREE_CELSIUS_PER_KELVIN_E98,0
H13,degree Celsius per minute,,°C/min,1,DEGREE_CELSIUS_PER_MINUTE_H13,0
H14,degree Celsius per second,,°C/s,1,DEGREE_CELSIUS_PER_SECOND_H14,0
E10,degree day,A unit of measure used in meteorology and engineering to measure the demand for heating or cooling over a given period of days.,deg da,2,DEGREE_DAY_E10,1
FAH,degree Fahrenheit,Refer ISO 80000_5 (Quantities and units — Part 5: Thermodynamics),°F,1,DEGREE_FAHRENHEIT_FAH,1
N84,degree Fahrenheit hour per British thermal unit (international table),Non SI_conforming unit of the thermal resistance according to the Imperial system of units.,ºF/(BtuIT/h),1,DEGREE_FAHRENHEIT_HOUR_PER_BRITISH_THERMAL_UNIT_INTERNATIONAL_TABLE_N84,0
N85,degree Fahrenheit hour per British thermal unit (thermochemical),Non SI_conforming unit of the thermal resistance according to the Imperial system of units.,ºF/(Btuth/h),1,DEGREE_FAHRENHEIT_HOUR_PER_BRITISH_THERMAL_UNIT_THERMOCHEMICAL_N85,0
J22,degree Fahrenheit hour square foot per British thermal unit (international table),,°F*h*ft^2/BtuIT,1,DEGREE_FAHRENHEIT_HOUR_SQUARE_FOOT_PER_BRITISH_THERMAL_UNIT_INTERNATIONAL_TABLE_J22,0
N88,degree Fahrenheit hour square foot per British thermal unit (international table) inch,Unit of specific thermal resistance according to the Imperial system of units.,ºF*h*ft^2/(BtuIT*in),1,DEGREE_FAHRENHEIT_HOUR_SQUARE_FOOT_PER_BRITISH_THERMAL_UNIT_INTERNATIONAL_TABLE_INCH_N88,0
J19,degree Fahrenheit hour square foot per British thermal unit (thermochemical),,°F*h*ft^2/Btuth,1,DEGREE_FAHRENHEIT_HOUR_SQUARE_FOOT_PER_BRITISH_THERMAL_UNIT_THERMOCHEMICAL_J19,0
N89,degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch,Unit of specific thermal resistance according to the Imperial system of units.,ºF*h*ft^2/(Btuth*in),1,DEGREE_FAHRENHEIT_HOUR_SQUARE_FOOT_PER_BRITISH_THERMAL_UNIT_THERMOCHEMICAL_INCH_N89,0
J21,degree Fahrenheit per bar,,°F/bar,1,DEGREE_FAHRENHEIT_PER_BAR_J21,0
J23,degree Fahrenheit per hour,,°F/h,1,DEGREE_FAHRENHEIT_PER_HOUR_J23,0
J20,degree Fahrenheit per kelvin,,°F/K,1,DEGREE_FAHRENHEIT_PER_KELVIN_J20,0
J24,degree Fahrenheit per minute,,°F/min,1,DEGREE_FAHRENHEIT_PER_MINUTE_J24,0
J25,degree Fahrenheit per second,,°F/s,1,DEGREE_FAHRENHEIT_PER_SECOND_J25,0
N86,degree Fahrenheit second per British thermal unit (international table),Non SI_conforming unit of the thermal resistance according to the Imperial system of units.,ºF/(BtuIT/s),1,DEGREE_FAHRENHEIT_SECOND_PER_BRITISH_THERMAL_UNIT_INTERNATIONAL_TABLE_N86,0
N87,degree Fahrenheit second per British thermal unit (thermochemical),Non SI_conforming unit of the thermal resistance according to the Imperial system of units.,ºF/(Btuth/s),1,DEGREE_FAHRENHEIT_SECOND_PER_BRITISH_THERMAL_UNIT_THERMOCHEMICAL_N87,0
J27,degree Oechsle,A unit of density as a measure of sugar content of must the unfermented liqueur from which wine is made. Named after Ferdinand Oechsle.,°Oechsle,2,DEGREE_OECHSLE_J27,1
H27,degree per metre,,°/m,1,DEGREE_PER_METRE_H27,0
E96,degree per second,,°/s,1,DEGREE_PER_SECOND_E96,0
PLA,degree Plato,A unit of proportion defining the sugar content of a product especially in relation to beer.,°P,2,DEGREE_PLATO_PLA,1
A48,degree Rankine,Refer ISO 80000_5 (Quantities and units — Part 5: Thermodynamics),°R,1,DEGREE_RANKINE_A48,0
J28,degree Rankine per hour,,°R/h,1,DEGREE_RANKINE_PER_HOUR_J28,0
J29,degree Rankine per minute,,°R/min,1,DEGREE_RANKINE_PER_MINUTE_J29,0
J30,degree Rankine per second,,°R/s,1,DEGREE_RANKINE_PER_SECOND_J30,0
J31,degree Twaddell,A unit of density for liquids that are heavier than water. 1 degree Twaddle represents a difference in specific gravity of 0.005.,°Tw,2,DEGREE_TWADDELL_J31,1
M83,denier,Traditional unit for the indication of the linear mass of textile fibers and yarns.,den,1,DENIER_M83,0
A49,denier,A unit of yarn density. One denier equals a mass of 1 gram per 9 kilometres of length.,den (g/9 km),2,DENIER_A49,1
B19,digit,A unit of information defining the quantity of numerals used to form a number.,,2,DIGIT_B19,1
Q25,dioptre,Unit used at the statement of relative refractive indexes of optical systems as complement of the focal length with correspondence to: 1 dpt = 1/m.,dpt,2,DIOPTRE_Q25,1
DY,directory book,,,2,DIRECTORY_BOOK_DY,1
DC,disk (disc),,,2,DISK_DISC_DC,1
DI,dispenser,,,2,DISPENSER_DI,1
DPT,displacement tonnage,A unit of mass defining the volume of sea water a ship displaces expressed as the number of tons.,,2,DISPLACEMENT_TONNAGE_DPT,1
DS,display,,,2,DISPLAY_DS,1
D67,dollar per hour,,,2,DOLLAR_PER_HOUR_D67,1
E27,dose,A unit of count defining the number of doses (dose: a definite quantity of a medicine or drug).,,2,DOSE_E27,1
E39,dots per inch,A unit of information defining the number of dots per linear inch as a measure of the resolution or sharpness of a graphic image.,dpi,2,DOTS_PER_INCH_E39,1
